Class Decade,Date,Daytime/Nightime,Time,Class loc.,Location,Operator,Flight..,Direct/Stopover,Route,AC.Type,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Causes,Summary,Class time
1960s,06/22/1962,Nighttime,4:01,Guadeloupe,"Basse-Terre, Guadaloupe, West Indies",Air France,117,Stopover,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,F-BHST,18247/274,112,102,10,112,102,10,0,Human Error,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatic direction finder due to the effects of poor atmospheric conditions. The aircraft was named ""Chateau de Chantilly.""",
1960s,06/30/1962,Nighttime,20:53,Russia,"Near Krasnoyarsk, USSR",Aeroflot,902,Direct,Irkutsk - Omsk,Tupolev TU-104A,CCCP-42370,86601301,84,76,8,84,76,8,0,Unknow,The aircraft went into an uncontrollable dive from FL 290.,
1960s,07/06/1962,Daytime,12:15,Uzbekstan,"Near Tashkent, Uzbekistan, USSR",Aeroflot,40,Direct,Bukhara - Tashkent,Ilyushin IL-14,CCCP-91554,"	147001216",38,33,5,11,11,0,0,Mechanical Failure,"The crew reported losing the right engine. The plane lost altitude as the crew tried to make it to Tashkent. The aircraft  crashed into a cotton field, broke in three and caught fire.",
1960s,07/07/1962,Nighttime,0:10,India,"Near Junnar, Maharashtra, India",Alitalia,771,Direct,Bangkok - Bombay,McDonnell Douglas DC-8-43,I-DIWD,45631/160,94,85,9,94,85,9,0,Pilot Error,"The aircraft crashed into a hill near Bombay, India, at an elevation of 3,600 ft. 50 miles ENE of the airport. Navigational error.  Premature descent. Crew did not use navigational facilities available.",
1960s,07/19/1962,Daytime,15:45,Thailand,"Near Bangkok, Thailand",United Arab Airlines,869,Direct,Hong Kong - Bangkok,de Havilland Comet 4C,SU-AMW,6464,26,18,8,26,18,8,0,Pilot Error,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",
1960s,07/22/1962,Nighttime,23:19,Hawaii,"Honolulu, Hawaii",Canadian Pacific Air Lines,323,Direct,"Honolulu - Nadi, Fiji",Bristol Britannia 314,CF-CZB,13394,40,29,11,27,20,7,0,Mechanical Failure,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control.",
1960s,07/28/1962,Daytime,15:41,Russia,"Sochi, Russia",Aeroflot,415,Stopover,Lviv - Simferopol - Sochi,Antonov An-10A,CCCP-11186,402003,81,74,7,81,74,7,0,Human Error,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general.",
1960s,09/03/1962,Daytime,4:52,Russia,"Near Khabarovsk, USSR",Aeroflot,3,Direct,Khabarovk - Petropavlovsk,Tupolev TU-104A,CCCP-42366,86601103,86,79,7,86,79,7,0,Unknow,The airliner crashed and burned 10 minutes after taking off from Khabarovsk Airport.The crew reported that they were experiencing shaking and uncontrollable roll and yaw.,
1960s,09/18/1962,Daytime,6:32,Russia,"Yakut, Russia",Aeroflot,213,Direct,Chersky - Bilibino,Aeroflot,CCCP-61628,146000929,32,27,5,32,27,5,0,Pilot Error,Collided with a mountain while en route. Crew error. Flew below minimums into a cloud covered mountainous area.,
1960s,09/23/1962,Nighttime,21:00,Atlantic,North Atlantic Ocean,Flying Tiger Line,923,Direct,"Gander, Newfoundland - Frankfurt, Germany",Lockheed 1049H-82 Super Constellation,N6923C,4827,76,68,8,28,23,5,0,Mechanical Failure,"A fire developed in the No. 3 engine. A few minutes later, the propeller of the No. 1 engine oversped and the flight engineer inadvertently closed the firewall shutoff valve to the No. 1 engine. The No. 1 engine was then shut down. The No. 2 engine then developed mechanical trouble. The plane ditched at sea approximately 560 nm W of Shannon, Ireland. Failure of 2 of the 4 aircraft's engines and the improper action of the flight engineer which disabled a 3rd engine necessitating a ditching at sea.",
1960s,10/10/1962,Daytime,8:57,Czechoslovakia,"Brno, Czechoslovakia",Czechoslovak Airlinex,306,Direct,Bratislava - Brno,Avia 14,OK-MCT,908 071 03,42,38,4,13,10,3,0,Unknow,"On final, the airplane struck the top of a hill and crashed by a house located near the village of Slavkov, about 6 km from the runway 28 threshold.",
1960s,10/19/1962,Nighttime,20:52,USA,"Windsor Locks, Connecticut",Allegheny Airlines,928,Direct,"Washington D.C. - Providence, RI",Convair CV-340/440,N8415N,125,52,48,4,1,0,1,0,Human Error,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",
1960s,11/23/1962,Daytime,14:10,France,"Le Bourget, France",Malev Hungarian Airlines,355,Direct,Frankfurt - Paris,Ilyushin IL-18D,HA-MOD,180002002,21,13,8,21,13,8,0,Unknow,"Stalled and crashed during approach, 0.5 miles from the outer marker. Cause undetermined.",
1960s,11/23/1962,Daytime,12:24,USA,"Ellicott City, Maryland",United Air Lines,297,Direct,Newark - Washington D.C.,Vickers Viscount 745D,N7430,128,18,14,4,18,14,4,0,Mechanical Failure,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Separation of the horizontal stabilizers, which had been weakened by a collision with a Whistling Swan.",
1960s,11/27/1962,Nighttime,3:40,Peru,"Lima, Peru",Varig,810,Direct,Porto Alegre - Lima,Boeing B-707-441,PP-VJB,17906/129,97,80,17,97,80,17,0,Unknow,"After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments.",
1960s,11/30/1962,Nighttime,21:45,USA,"New York, New York",Eastern Air Lines,512,Direct,Charlotte - New York City,Douglas DC-7B,N815D,45084/711,51,45,6,25,21,4,0,Pilot Error,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",
1960s,12/06/1962,Nighttime,17:00,Colombia,"Barrancabermeja, Colombia",Taxader Airlines,209,Direct,Bucaramanga - Barrancabermeja,Douglas C-47,HK-437E,4697,26,23,3,24,21,3,0,Pilot Error,Crashed in heavy rain while en route. Pilot error. Flight under VFR in IFR conditions.,
1960s,12/14/1962,Nighttime,22:12,USA,"Burbank, California",Flying Tiger Line,183,Direct,Chicago - Burbank,Lockheed 1049H Super Constellation,N6913C,4810,5,3,2,5,3,2,3,Pilot Error,The aircraft crashed during an ILS approach to Burbank Airport. Incapacitation of the captain with a heart attack at a critical point in the approach from which the co-pilot could not recover.,
1960s,01/15/1963,Daytime,16:12,Brazil,"Sao Paulo, Brazil",Cruzeiro,403,Direct, Rio de Janeiro - São Paulo,Convair CV-240-0,PP-CEV,6,45,40,5,6,5,1,7,Pilot Error,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.,
1960s,01/17/1963,Daytime,15:53,USA,"Great Salt Lake, Utah",West Coast Airlines,703,,Training,Fairchild F-27,N2703,6,3,0,3,3,0,3,0,Pilot Error,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.,
1960s,01/29/1963,Nighttime,22:44,USA,"Kansas City, Missouri",Continental Airlines,290,Direct,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,8,5,3,8,5,3,0,Weather Conditions,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control.",
1960s,02/01/1963,Nighttime,17:15,Turkey,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Direct,Nicosia - Ankara,Vickers Viscount 754D / Douglas C-47,OD-ADE/ CBK-28,244/?,17,11,6,17,11,6,87,Pilot Error,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late.",
1960s,02/03/1963,Daytime,12:07,USA,"San Francisco, California",Slick Airways,40,Stopover,Norfolk - Dallas - China Lake,Lockheed 1049H Super Constellation,N9740Z,4851,8,5,3,4,2,2,0,Pilot Error,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",
1960s,02/12/1963,Daytime,13:48,USA,"Near Miami, Florida",Northwest Orient Airlines,705,,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,43,35,8,43,35,8,0,Weather Conditions,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",
1960s,03/02/1963,Daytime,10:02,Phillipines,"Near Davao City, Philippines",Philippine Air Lines,984,Direct,Cotabato - Davao,Douglas DC-3,PI-C489,16115/32863,27,24,3,27,24,3,0,Weather Conditions,"Crashed into Mt. Boca during descent for landing. Limited visibility, crosswinds contributing to navigational error.",
1960s,03/05/1963,Nighttime,19:35,Turkmenistan,"Ashgabat, Turkmenistan",Aeroflot,191,Direct,"	Krasnovodsk - Ashgabat",Ilyushin IL-18V,CCCP-75765,181003404,54,43,11,12,4,8,0,Pilot Error,Crashed 200 m short of the runway threshold in a dust storm.  The plane broke apart and caught fire. Crew error. Attempted to land below weather minimums.,
1960s,03/05/1963,Nighttime,18:20,USA,"Camden, Tennesee",Private,-,Direct,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,N7000P,24-2144,4,3,1,4,3,1,0,Human Error,"The plane took off from Dyersburg and flew into a storm. The pilot, Randy Hughes, was not instrument rated, lost control and crashed. The plane was at full throttle in a 45 degree downward attitude when it struck the ground. Singer, Patsy Cline, 30, killed. Also killed were Hawkshaw Hawkins, 39,, Cowboy Copas, 49, and Cline's manager, Randy Hughes, 35. Cline’s friend, Dottie West, offered a ride to Cline. They were to travel  from Kansas City, Kansas, to Nashville. West tried to persuade Cline to ride in the car, believing it was safer. Cline was eager to return home to her children and wanted to take her flight. She refused to ride with West. Cline allegedly told West she was ready if it was her time to leave. Noninstrument pilot attempted visual flight in adverse weather conditions, resulting in a loss of control. Judgment of the pilot in initiating flight in the existing weather conditions.",
